产品参考编码,产品/名称,产品/SKU 优先级,计量单位,包装数量,位置,位置/位置名称,可用数量,预留数量,数量,库位类型,长（cm),宽(cm),高(cm),状态,仓库,货架,位置.1,层数,在手
67.02.0025,,,,,,D242710,0.0,0.0,0.0,,,,,,,,,,False
64.04.0006,,,,,,D242710,0.0,0.0,0.0,,,,,,,,,,False
60.03.0873,,,,,,E202900,0.0,0.0,0.0,,,,,,,,,,False
68.13.0116,,,,,,D242610,4.0,0.0,4.0,,,,,,,,,,False
66.09.0110,,,,,,D242610,72.0,0.0,72.0,,,,,,,,,,False
61.07.0029,,,,,,D242610,0.0,0.0,0.0,,,,,,,,,,False
60.03.0914,,,,,,D242510,36.0,0.0,36.0,,,,,,,,,,False
61.07.0073,,,,,,D242410,0.0,0.0,0.0,,,,,,,,,,False
60.03.0920,,,,,,D242410,24.0,0.0,24.0,,,,,,,,,,False
60.09.0024,,,,,,D242510,0.0,0.0,0.0,,,,,,,,,,False
60.03.0872,,,,,,E161200,0.0,0.0,0.0,,,,,,,,,,False
66.05.0038,,,,,,D242410,0.0,0.0,0.0,,,,,,,,,,False
61.05.0286,,,,,,E231610,52.0,0.0,52.0,,,,,,,,,,False
60.09.0025,,,,,,D242310,6.0,0.0,6.0,,,,,,,,,,False
61.05.0285,,,,,,D242210,0.0,0.0,0.0,,,,,,,,,,False
68.13.0153,,,,,,D242310,0.0,0.0,0.0,,,,,,,,,,False
68.13.0178,,,,,,D242310,0.0,0.0,0.0,,,,,,,,,,False
60.03.0905,,,,,,D242210,0.0,0.0,0.0,,,,,,,,,,False
62.03.0271,,,,,,E161400,14.0,0.0,14.0,,,,,,,,,,False
67.12.0034,,,,,,D242210,2.0,0.0,2.0,,,,,,,,,,False
67.02.0026,,,,,,D242110,24.0,0.0,24.0,,,,,,,,,,False
71.02.AMF3418,,,,,,AS1-15-01,6.0,0.0,6.0,,,,,,,,,,False
67.12.0034,,,,,,E231130,0.0,4.0,4.0,,,,,,,,,,False
67.12.0034,,,,,,E231140,10.0,0.0,10.0,,,,,,,,,,False
67.12.0034,,,,,,E231020,12.0,0.0,12.0,,,,,,,,,,False
67.12.0034,,,,,,E231030,12.0,0.0,12.0,,,,,,,,,,False
67.12.0034,,,,,,E231040,12.0,0.0,12.0,,,,,,,,,,False
67.12.0034,,,,,,E230920,12.0,0.0,12.0,,,,,,,,,,False
67.12.0034,,,,,,E230930,12.0,0.0,12.0,,,,,,,,,,False
67.12.0034,,,,,,E230940,12.0,0.0,12.0,,,,,,,,,,False
67.12.0034,,,,,,E230820,12.0,0.0,12.0,,,,,,,,,,False
67.12.0034,,,,,,E230830,12.0,0.0,12.0,,,,,,,,,,False
61.08.0030,,,,,,E230840,8.0,0.0,8.0,,,,,,,,,,False
61.05.0260,,,,,,E230730,0.0,20.0,20.0,,,,,,,,,,False
61.07.0109,,,,,,E230740,120.0,10.0,130.0,,,,,,,,,,False
61.07.0109,,,,,,E230620,150.0,0.0,150.0,,,,,,,,,,False
61.07.0109,,,,,,E230630,180.0,0.0,180.0,,,,,,,,,,False
61.07.0109,,,,,,E230640,240.0,0.0,240.0,,,,,,,,,,False
61.07.0086,,,,,,E230540,400.0,0.0,400.0,,,,,,,,,,False
61.07.0075,,,,,,E230520,450.0,0.0,450.0,,,,,,,,,,False
66.09.0110,,,,,,D232320,360.0,0.0,360.0,,,,,,,,,,False
61.07.0031,,,,,,D232440,750.0,0.0,750.0,,,,,,,,,,False
67.02.0026,,,,,,D232430,192.0,0.0,192.0,,,,,,,,,,False
60.03.0920,,,,,,D232520,24.0,0.0,24.0,,,,,,,,,,False
66.05.0038,,,,,,D232620,96.0,0.0,96.0,,,,,,,,,,False
66.05.0038,,,,,,D233640,180.0,0.0,180.0,,,,,,,,,,False
66.05.0039,,,,,,D232640,120.0,0.0,120.0,,,,,,,,,,False
66.05.0039,,,,,,D232740,84.0,0.0,84.0,,,,,,,,,,False
66.05.0039,,,,,,D233030,54.0,0.0,54.0,,,,,,,,,,False
61.07.0029,,,,,,D232730,900.0,0.0,900.0,,,,,,,,,,False
60.09.0025,,,,,,D232840,20.0,0.0,20.0,,,,,,,,,,False
61.07.0092,,,,,,D232820,220.0,20.0,240.0,,,,,,,,,,False
61.07.0092,,,,,,D233120,360.0,0.0,360.0,,,,,,,,,,False
67.02.0025,,,,,,D232830,0.0,24.0,24.0,,,,,,,,,,False
61.08.0032,,,,,,D232920,16.0,8.0,24.0,,,,,,,,,,False
61.08.0032,,,,,,D231530,64.0,0.0,64.0,,,,,,,,,,False
61.08.0031,,,,,,D233440,48.0,0.0,48.0,,,,,,,,,,False
61.07.0102,,,,,,E230530,800.0,0.0,800.0,,,,,,,,,,False
61.08.0030,,,,,,D231620,64.0,0.0,64.0,,,,,,,,,,False
67.12.0031,,,,,,D231630,36.0,0.0,36.0,,,,,,,,,,False
67.12.0029,,,,,,D231920,0.0,6.0,6.0,,,,,,,,,,False
67.12.0029,,,,,,D231930,42.0,0.0,42.0,,,,,,,,,,False
67.12.0029,,,,,,D232140,72.0,0.0,72.0,,,,,,,,,,False
64.04.0006,,,,,,D231820,144.0,0.0,144.0,,,,,,,,,,False
64.04.0007,,,,,,D232020,108.0,0.0,108.0,,,,,,,,,,False
61.07.0086,,,,,,D231940,400.0,0.0,400.0,,,,,,,,,,False
64.17.0001,,,,,,D232040,0.0,32.0,32.0,,,,,,,,,,False
60.03.1010,,,,,,D232120,72.0,0.0,72.0,,,,,,,,,,False
64.14.0033,,,,,,D232130,0.0,48.0,48.0,,,,,,,,,,False
68.10.0152,,,,,,D233140,0.0,12.0,12.0,,,,,,,,,,False
60.09.0024,,,,,,D233220,26.0,0.0,26.0,,,,,,,,,,False
66.09.0011,,,,,,D233240,12.0,0.0,12.0,,,,,,,,,,False
61.07.0072,,,,,,D233540,600.0,0.0,600.0,,,,,,,,,,False
62.03.0287,,,,,,E172340,12.0,3.0,15.0,,,,,,,,,,False
61.07.0082,,,,,,D233040,600.0,0.0,600.0,,,,,,,,,,False
60.03.0810,,,,,,D243010,0.0,0.0,0.0,,,,,,,,,,False
60.03.0811,,,,,,E220300,0.0,0.0,0.0,,,,,,,,,,False
72.18.5402-2/2,,,,,,BM0-07-03,7.0,0.0,7.0,,,,,,,,,,False
72.18.5402-1/2,,,,,,BM0-05-03,7.0,0.0,7.0,,,,,,,,,,False
72.18.5267-1/2,,,,,,BS2-08-02,3.0,0.0,3.0,,,,,,,,,,False
72.18.5267-2/2,,,,,,BS2-08-02,3.0,0.0,3.0,,,,,,,,,,False
60.03.0741,,,,,,E221700,36.0,0.0,36.0,,,,,,,,,,False
72.21.5622,,,,,,C151920,144.0,0.0,144.0,,,,,,,,,,False
68.02.0069,,,,,,E232930,8.0,0.0,8.0,,,,,,,,,,False
72.21.5622,,,,,,C152030,144.0,0.0,144.0,,,,,,,,,,False
72.21.5622,,,,,,C151930,144.0,0.0,144.0,,,,,,,,,,False
60.03.0743,,,,,,E221700,0.0,0.0,0.0,,,,,,,,,,False
68.13.0179,,,,,,D231610,0.0,0.0,0.0,,,,,,,,,,False
72.21.5622,,,,,,C151520,144.0,0.0,144.0,,,,,,,,,,False
72.21.5622,,,,,,C151120,144.0,0.0,144.0,,,,,,,,,,False
68.11.0040,,,,,,D242110,0.0,0.0,0.0,,,,,,,,,,False
68.11.0043,,,,,,D242110,18.0,0.0,18.0,,,,,,,,,,False
68.11.0044,,,,,,D242010,0.0,0.0,0.0,,,,,,,,,,False
72.21.5622,,,,,,C151020,144.0,0.0,144.0,,,,,,,,,,False
68.11.0041,,,,,,D242010,6.0,0.0,6.0,,,,,,,,,,False
68.11.0045,,,,,,D242010,0.0,0.0,0.0,,,,,,,,,,False
72.21.5622,,,,,,C150920,144.0,0.0,144.0,,,,,,,,,,False
68.11.0042,,,,,,D241910,0.0,0.0,0.0,,,,,,,,,,False
68.11.0037,,,,,,D241910,0.0,0.0,0.0,,,,,,,,,,False
72.21.5622,,,,,,C150720,144.0,0.0,144.0,,,,,,,,,,False
68.11.0038,,,,,,D241810,6.0,0.0,6.0,,,,,,,,,,False
68.11.0039,,,,,,D241810,12.0,0.0,12.0,,,,,,,,,,False
72.21.5623,,,,,,C150320,144.0,0.0,144.0,,,,,,,,,,False
72.21.5616,,,,,,C141200,130.0,0.0,130.0,,,,,,,,,,False
72.21.5616,,,,,,C140720,160.0,0.0,160.0,,,,,,,,,,False
72.21.5623,,,,,,C140730,144.0,0.0,144.0,,,,,,,,,,False
72.21.5617,,,,,,C141600,50.0,0.0,50.0,,,,,,,,,,False
72.21.5617,,,,,,C140620,80.0,0.0,80.0,,,,,,,,,,False
72.21.5617,,,,,,C140520,80.0,0.0,80.0,,,,,,,,,,False
72.21.5623,,,,,,C141800,96.0,0.0,96.0,,,,,,,,,,False
72.21.5617,,,,,,C140420,80.0,0.0,80.0,,,,,,,,,,False
72.21.5618,,,,,,C141210,252.0,0.0,252.0,,,,,,,,,,False
72.21.5614,,,,,,C141110,480.0,0.0,480.0,,,,,,,,,,False
72.21.5615,,,,,,C150220,1280.0,0.0,1280.0,,,,,,,,,,False
71.03.4533,,,,,,C142600,0.0,0.0,0.0,,,,,,,,,,False
71.03.4533,,,,,,C170120,0.0,2.0,2.0,,,,,,,,,,False
71.03.4533,,,,,,C170220,0.0,2.0,2.0,,,,,,,,,,False
72.06.2937,,,,,,C191700,0.0,0.0,0.0,,,,,,,,,,False
71.03.4533,,,,,,C160220,1.0,0.0,1.0,,,,,,,,,,False
74.03.5005,,,,,,C160320,3.0,0.0,3.0,,,,,,,,,,False
71.03.4533,,,,,,C160420,2.0,0.0,2.0,,,,,,,,,,False
74.03.5005,,,,,,C160520,8.0,0.0,8.0,,,,,,,,,,False
74.03.5005,,,,,,C160620,24.0,0.0,24.0,,,,,,,,,,False
71.03.4535,,,,,,C190120,3.0,0.0,3.0,,,,,,,,,,False
71.03.4535,,,,,,C190220,4.0,0.0,4.0,,,,,,,,,,False
71.03.4535,,,,,,C190320,4.0,0.0,4.0,,,,,,,,,,False
71.03.4535,,,,,,C190420,4.0,0.0,4.0,,,,,,,,,,False
71.03.4535,,,,,,C190520,4.0,0.0,4.0,,,,,,,,,,False
68.11.0044,,,,,,D243620,54.0,0.0,54.0,,,,,,,,,,False
68.11.0040,,,,,,D243630,76.0,0.0,76.0,,,,,,,,,,False
68.11.0045,,,,,,D243640,36.0,0.0,36.0,,,,,,,,,,False
68.11.0041,,,,,,D243520,76.0,0.0,76.0,,,,,,,,,,False
68.11.0037,,,,,,D243540,90.0,0.0,90.0,,,,,,,,,,False
68.11.0042,,,,,,D243430,50.0,0.0,50.0,,,,,,,,,,False
71.03.4536,,,,,,C181800,0.0,0.0,0.0,,,,,,,,,,False
68.02.0081,,,,,,E232720,3.0,0.0,3.0,,,,,,,,,,False
68.02.0081,,,,,,E240320,6.0,0.0,6.0,,,,,,,,,,False
71.03.4536,,,,,,C192320,2.0,0.0,2.0,,,,,,,,,,False
71.03.4536,,,,,,C192730,2.0,0.0,2.0,,,,,,,,,,False
71.03.4536,,,,,,C191220,2.0,0.0,2.0,,,,,,,,,,False
71.03.4536,,,,,,C192130,2.0,0.0,2.0,,,,,,,,,,False
72.21.5620,,,,,,C192520,152.0,0.0,152.0,,,,,,,,,,False
50.01.ALT01,,,,,,C130100,1.0,0.0,1.0,,,,,,,,,,False
50.02.ALT014,,,,,,C130300,3.0,0.0,3.0,,,,,,,,,,False
50.02.ALT015,,,,,,C130500,0.0,0.0,0.0,,,,,,,,,,False
50.02.ALT016,,,,,,C130400,1.0,0.0,1.0,,,,,,,,,,False
50.01.ALT025,,,,,,C130200,0.0,0.0,0.0,,,,,,,,,,False
68.08.0274,,,,,,D242910,0.0,0.0,0.0,,,,,,,,,,False
68.08.0275,,,,,,D233810,0.0,0.0,0.0,,,,,,,,,,False
74.01.5624-2/4,,,,,,AS2-25-03,-1.0,2.0,1.0,,,,,,,,,,False
73.02.5233,,,,,,AS1-17-01,10.0,0.0,10.0,,,,,,,,,,False
73.01.3791-1/3,,,,,,AS1-15-02,11.0,0.0,11.0,,,,,,,,,,False
73.01.3791-2/3,,,,,,AS1-11-02,3.0,0.0,3.0,,,,,,,,,,False
73.01.3791-2/3,,,,,,AS1-13-02,4.0,0.0,4.0,,,,,,,,,,False
73.01.3791-2/3,,,,,,AS1-11-03,2.0,0.0,2.0,,,,,,,,,,False
73.01.3791-3/3,,,,,,AS1-15-02,9.0,2.0,11.0,,,,,,,,,,False
73.02.3793-1/2,,,,,,BS2-06-04,12.0,0.0,12.0,,,,,,,,,,False
73.02.3793-2/2,,,,,,BS2-06-04,12.0,0.0,12.0,,,,,,,,,,False
73.01.2750-1/2,,,,,,AM0-15-02,10.0,0.0,10.0,,,,,,,,,,False
73.01.2750-2/2,,,,,,AM0-15-01,5.0,0.0,5.0,,,,,,,,,,False
73.01.2750-2/2,,,,,,AM0-15-02,5.0,0.0,5.0,,,,,,,,,,False
73.02.4789-1/2,,,,,,AS1-03-02,8.0,0.0,8.0,,,,,,,,,,False
73.02.4789-2/2,,,,,,AS1-03-02,8.0,0.0,8.0,,,,,,,,,,False
68.11.0039,,,,,,D243530,90.0,0.0,90.0,,,,,,,,,,False
68.11.0038,,,,,,D243440,72.0,0.0,72.0,,,,,,,,,,False
71.03.4536,,,,,,C190720,4.0,0.0,4.0,,,,,,,,,,False
71.03.4536,,,,,,C190820,4.0,0.0,4.0,,,,,,,,,,False
43.02.0243,,,,,,D131500,8.0,0.0,8.0,,,,,,,,,,False
43.02.0243,,,,,,D131520,10.0,0.0,10.0,,,,,,,,,,False
43.02.0244,,,,,,D131600,12.0,0.0,12.0,,,,,,,,,,False
43.02.0245,,,,,,D131700,6.0,0.0,6.0,,,,,,,,,,False
43.02.0253,,,,,,D131800,5.0,0.0,5.0,,,,,,,,,,False
43.02.0247,,,,,,D131900,14.0,0.0,14.0,,,,,,,,,,False
64.15.T0008,,,,,,D231610,0.0,0.0,0.0,,,,,,,,,,False
64.09.T0005,,,,,,D231510,12.0,0.0,12.0,,,,,,,,,,False
64.14.T0006,,,,,,D231510,0.0,0.0,0.0,,,,,,,,,,False
64.14.T0003,,,,,,D231510,24.0,0.0,24.0,,,,,,,,,,False
64.11.T0001,,,,,,D231510,8.0,0.0,8.0,,,,,,,,,,False
67.05.T0001,,,,,,D231110,0.0,0.0,0.0,,,,,,,,,,False
64.14.T0009,,,,,,D231110,0.0,0.0,0.0,,,,,,,,,,False
64.14.T0004,,,,,,D231110,8.0,0.0,8.0,,,,,,,,,,False
64.15.T0005,,,,,,D231210,132.0,0.0,132.0,,,,,,,,,,False
64.14.T0002,,,,,,D230910,56.0,0.0,56.0,,,,,,,,,,False
64.09.T0001,,,,,,D231410,0.0,0.0,0.0,,,,,,,,,,False
64.17.T0001,,,,,,D231310,0.0,0.0,0.0,,,,,,,,,,False
67.05.T0005,,,,,,D231210,12.0,0.0,12.0,,,,,,,,,,False
64.02.T0002,,,,,,D231010,0.0,0.0,0.0,,,,,,,,,,False
67.05.T0006,,,,,,D230710,0.0,0.0,0.0,,,,,,,,,,False
67.05.T0004,,,,,,D230710,0.0,0.0,0.0,,,,,,,,,,False
64.15.T0001,,,,,,D230310,72.0,0.0,72.0,,,,,,,,,,False
64.14.T0014,,,,,,D230410,0.0,0.0,0.0,,,,,,,,,,False
65.03.T0006,,,,,,D230310,0.0,0.0,0.0,,,,,,,,,,False
64.15.T0004,,,,,,D230310,180.0,0.0,180.0,,,,,,,,,,False
65.01.T0002,,,,,,D230110,0.0,0.0,0.0,,,,,,,,,,False
64.14.T0005,,,,,,D230210,0.0,0.0,0.0,,,,,,,,,,False
65.03.T0002,,,,,,D230410,4.0,0.0,4.0,,,,,,,,,,False
65.03.T0001,,,,,,D230110,0.0,0.0,0.0,,,,,,,,,,False
65.03.T0003,,,,,,D230210,0.0,0.0,0.0,,,,,,,,,,False
64.14.T0001,,,,,,D230410,96.0,0.0,96.0,,,,,,,,,,False
64.02.T0001,,,,,,D230110,0.0,0.0,0.0,,,,,,,,,,False
64.15.T0003,,,,,,D230510,120.0,0.0,120.0,,,,,,,,,,False
64.14.T0015,,,,,,D230510,0.0,0.0,0.0,,,,,,,,,,False
64.15.T0002,,,,,,D230510,192.0,0.0,192.0,,,,,,,,,,False
64.09.T0003,,,,,,D231210,15.0,0.0,15.0,,,,,,,,,,False
64.09.T0004,,,,,,D231410,4.0,0.0,4.0,,,,,,,,,,False
65.04.T0001,,,,,,D230610,0.0,0.0,0.0,,,,,,,,,,False
65.03.T0004,,,,,,D230610,6.0,0.0,6.0,,,,,,,,,,False
65.01.T0001,,,,,,D231010,12.0,0.0,12.0,,,,,,,,,,False
65.03.T0005,,,,,,D230710,0.0,0.0,0.0,,,,,,,,,,False
64.14.T0010,,,,,,D230610,24.0,0.0,24.0,,,,,,,,,,False
65.04.T0002,,,,,,D230810,0.0,0.0,0.0,,,,,,,,,,False
65.04.T0003,,,,,,D230810,0.0,0.0,0.0,,,,,,,,,,False
64.15.T0007,,,,,,D230810,72.0,0.0,72.0,,,,,,,,,,False
64.15.T0009,,,,,,D230710,24.0,0.0,24.0,,,,,,,,,,False
64.14.T0016,,,,,,D230910,72.0,0.0,72.0,,,,,,,,,,False
64.15.T0006,,,,,,D231310,6.0,0.0,6.0,,,,,,,,,,False
64.14.T0008,,,,,,D230910,59.0,0.0,59.0,,,,,,,,,,False
67.05.T0003,,,,,,D231010,0.0,0.0,0.0,,,,,,,,,,False
64.09.T0002,,,,,,D231010,0.0,0.0,0.0,,,,,,,,,,False
64.14.T0007,,,,,,D231310,0.0,0.0,0.0,,,,,,,,,,False
64.15.T0010,,,,,,D231310,36.0,0.0,36.0,,,,,,,,,,False
64.14.T0012,,,,,,D230610,96.0,0.0,96.0,,,,,,,,,,False
64.14.T0013,,,,,,D231410,0.0,0.0,0.0,,,,,,,,,,False
64.14.T0011,,,,,,D231110,0.0,0.0,0.0,,,,,,,,,,False
73.02.5394,,,,,,C142200,0.0,0.0,0.0,,,,,,,,,,False
43.02.0174,,,,,,D130520,16.0,0.0,16.0,,,,,,,,,,False
43.02.0248,,,,,,D130210,3.0,0.0,3.0,,,,,,,,,,False
43.02.0248,,,,,,D130230,11.0,0.0,11.0,,,,,,,,,,False
40.04.0153,,,,,,D132100,4.0,0.0,4.0,,,,,,,,,,False
40.04.0155,,,,,,D132000,0.0,0.0,0.0,,,,,,,,,,False
72.15.4961-2/4,,,,,,AM0-09-01,1.0,0.0,1.0,,,,,,,,,,False
72.15.4961-4/4,,,,,,AM0-09-01,1.0,0.0,1.0,,,,,,,,,,False
73.01.3957-3/4,,,,,,AM0-09-01,1.0,0.0,1.0,,,,,,,,,,False
73.01.3957-4/4,,,,,,AM0-09-01,1.0,0.0,1.0,,,,,,,,,,False
72.15.4233-3/3,,,,,,AS1-31-04,6.0,0.0,6.0,,,,,,,,,,False
72.15.4233-2/3,,,,,,AS1-31-04,6.0,0.0,6.0,,,,,,,,,,False
72.15.4233-1/3,,,,,,AS1-31-04,6.0,0.0,6.0,,,,,,,,,,False
65.01.T0002,,,,,,D242140,24.0,0.0,24.0,,,,,,,,,,False
64.02.T0001,,,,,,D240940,168.0,0.0,168.0,,,,,,,,,,False
64.02.T0002,,,,,,D240130,72.0,0.0,72.0,,,,,,,,,,False
64.02.T0002,,,,,,D240820,100.0,0.0,100.0,,,,,,,,,,False
64.09.T0001,,,,,,D240540,168.0,0.0,168.0,,,,,,,,,,False
64.09.T0001,,,,,,D240220,84.0,0.0,84.0,,,,,,,,,,False
64.09.T0002,,,,,,D241920,36.0,0.0,36.0,,,,,,,,,,False
64.09.T0002,,,,,,D241930,198.0,0.0,198.0,,,,,,,,,,False
64.09.T0003,,,,,,D241020,186.0,0.0,186.0,,,,,,,,,,False
64.09.T0004,,,,,,D241030,432.0,0.0,432.0,,,,,,,,,,False
64.09.T0005,,,,,,D241740,96.0,0.0,96.0,,,,,,,,,,False
64.11.T0001,,,,,,D241820,128.0,0.0,128.0,,,,,,,,,,False
64.14.T0002,,,,,,D242030,132.0,0.0,132.0,,,,,,,,,,False
64.14.T0002,,,,,,D242320,66.0,0.0,66.0,,,,,,,,,,False
64.14.T0003,,,,,,D240520,294.0,0.0,294.0,,,,,,,,,,False
64.14.T0004,,,,,,D241630,226.0,0.0,226.0,,,,,,,,,,False
64.14.T0004,,,,,,D240530,64.0,0.0,64.0,,,,,,,,,,False
64.14.T0005,,,,,,D241730,114.0,0.0,114.0,,,,,,,,,,False
64.14.T0005,,,,,,D240740,180.0,0.0,180.0,,,,,,,,,,False
64.14.T0006,,,,,,D241830,24.0,0.0,24.0,,,,,,,,,,False
64.14.T0007,,,,,,D242040,156.0,0.0,156.0,,,,,,,,,,False
64.14.T0008,,,,,,D241520,168.0,0.0,168.0,,,,,,,,,,False
64.14.T0009,,,,,,D240330,60.0,0.0,60.0,,,,,,,,,,False
64.14.T0010,,,,,,D241320,36.0,0.0,36.0,,,,,,,,,,False
64.14.T0011,,,,,,D242330,30.0,0.0,30.0,,,,,,,,,,False
64.14.T0012,,,,,,D242130,30.0,0.0,30.0,,,,,,,,,,False
64.15.T0001,,,,,,D240420,108.0,0.0,108.0,,,,,,,,,,False
64.15.T0002,,,,,,D241120,18.0,0.0,18.0,,,,,,,,,,False
64.15.T0002,,,,,,D241640,240.0,0.0,240.0,,,,,,,,,,False
64.15.T0003,,,,,,D240830,84.0,0.0,84.0,,,,,,,,,,False
64.15.T0003,,,,,,D240840,192.0,0.0,192.0,,,,,,,,,,False
64.15.T0004,,,,,,D240920,222.0,0.0,222.0,,,,,,,,,,False
64.15.T0006,,,,,,D242020,204.0,0.0,204.0,,,,,,,,,,False
64.15.T0007,,,,,,D241440,264.0,0.0,264.0,,,,,,,,,,False
64.15.T0008,,,,,,D241840,96.0,0.0,96.0,,,,,,,,,,False
64.15.T0008,,,,,,D241620,102.0,0.0,102.0,,,,,,,,,,False
64.15.T0009,,,,,,D241430,182.0,0.0,182.0,,,,,,,,,,False
64.15.T0010,,,,,,D242120,156.0,0.0,156.0,,,,,,,,,,False
64.17.T0001,,,,,,D240340,42.0,0.0,42.0,,,,,,,,,,False
65.01.T0001,,,,,,D241240,40.0,0.0,40.0,,,,,,,,,,False
65.01.T0002,,,,,,D242230,40.0,0.0,40.0,,,,,,,,,,False
65.03.T0001,,,,,,D240620,56.0,0.0,56.0,,,,,,,,,,False
65.03.T0002,,,,,,D240140,48.0,0.0,48.0,,,,,,,,,,False
65.03.T0002,,,,,,D240640,20.0,0.0,20.0,,,,,,,,,,False
65.03.T0003,,,,,,D242420,8.0,0.0,8.0,,,,,,,,,,False
65.03.T0003,,,,,,D241040,24.0,0.0,24.0,,,,,,,,,,False
65.03.T0003,,,,,,D240630,36.0,0.0,36.0,,,,,,,,,,False
65.04.T0001,,,,,,D241220,32.0,0.0,32.0,,,,,,,,,,False
65.04.T0002,,,,,,D241340,32.0,0.0,32.0,,,,,,,,,,False
65.04.T0003,,,,,,D241420,32.0,0.0,32.0,,,,,,,,,,False
67.05.T0001,,,,,,D240320,162.0,0.0,162.0,,,,,,,,,,False
67.05.T0003,,,,,,D241720,138.0,0.0,138.0,,,,,,,,,,False
67.05.T0004,,,,,,D240440,60.0,0.0,60.0,,,,,,,,,,False
67.05.T0005,,,,,,D240730,114.0,0.0,114.0,,,,,,,,,,False
67.05.T0006,,,,,,D240430,126.0,0.0,126.0,,,,,,,,,,False
72.15.4233-2/3,,,,,,BM0-15-04,14.0,0.0,14.0,,,,,,,,,,False
72.15.4233-3/3,,,,,,BM0-15-04,14.0,0.0,14.0,,,,,,,,,,False
72.15.4233-1/3,,,,,,BM0-15-04,14.0,0.0,14.0,,,,,,,,,,False
67.14.0014,,,,,,E192140,6.0,0.0,6.0,,,,,,,,,,False
75.01.5146-2/4,,,,,,AS1-24-02,1.0,1.0,2.0,,,,,,,,,,False
75.01.5146-4/4,,,,,,AS1-24-03,1.0,1.0,2.0,,,,,,,,,,False
75.01.5146-3/4,,,,,,AS1-24-03,2.0,1.0,3.0,,,,,,,,,,False
75.01.5146-1/4,,,,,,AS1-24-04,3.0,1.0,4.0,,,,,,,,,,False
75.08.4984-2/4,,,,,,BS1-06-04,24.0,0.0,24.0,,,,,,,,,,False
75.08.4984-1/4,,,,,,BS1-06-04,24.0,0.0,24.0,,,,,,,,,,False
75.08.4984-3/4,,,,,,BS1-08-04,24.0,0.0,24.0,,,,,,,,,,False
75.08.4984-4/4,,,,,,BS1-08-04,24.0,0.0,24.0,,,,,,,,,,False
64.14.T0001,,,,,,D240720,168.0,0.0,168.0,,,,,,,,,,False
64.14.T0001,,,,,,D241330,102.0,0.0,102.0,,,,,,,,,,False
60.03.0708,,,,,,D241200,0.0,0.0,0.0,,,,,,,,,,False
71.07.3710,,,,,,D140140,0.0,1.0,1.0,,,,,,,,,,False
60.11.0069,,,,,,D240110,0.0,0.0,0.0,,,,,,,,,,False
64.01.0053,,,,,,D240510,0.0,0.0,0.0,,,,,,,,,,False
71.07.3710,,,,,,D140230,0.0,2.0,2.0,,,,,,,,,,False
71.07.3710,,,,,,D140240,0.0,1.0,1.0,,,,,,,,,,False
64.01.0054,,,,,,D240110,0.0,0.0,0.0,,,,,,,,,,False
71.07.3710,,,,,,D140330,2.0,0.0,2.0,,,,,,,,,,False
71.07.3710,,,,,,D140340,2.0,0.0,2.0,,,,,,,,,,False
71.07.3710,,,,,,D140420,2.0,0.0,2.0,,,,,,,,,,False
71.07.3710,,,,,,D140430,2.0,0.0,2.0,,,,,,,,,,False
65.10.0052,,,,,,D240110,12.0,0.0,12.0,,,,,,,,,,False
71.07.3710,,,,,,D140440,2.0,0.0,2.0,,,,,,,,,,False
71.07.3710,,,,,,D140520,2.0,0.0,2.0,,,,,,,,,,False
68.07.0497,,,,,,D240310,0.0,0.0,0.0,,,,,,,,,,False
60.08.0429,,,,,,D240210,576.0,0.0,576.0,,,,,,,,,,False
60.08.0430,,,,,,D240210,576.0,0.0,576.0,,,,,,,,,,False
60.08.0428,,,,,,D240210,576.0,0.0,576.0,,,,,,,,,,False
60.08.0382,,,,,,D240310,96.0,0.0,96.0,,,,,,,,,,False
60.08.0369,,,,,,D240310,72.0,0.0,72.0,,,,,,,,,,False
60.08.0387,,,,,,D240310,0.0,0.0,0.0,,,,,,,,,,False
60.08.0386,,,,,,D240410,120.0,0.0,120.0,,,,,,,,,,False
60.08.0367,,,,,,D240410,240.0,0.0,240.0,,,,,,,,,,False
60.08.0373,,,,,,D240410,1728.0,0.0,1728.0,,,,,,,,,,False
68.07.0528,,,,,,D240510,0.0,0.0,0.0,,,,,,,,,,False
68.10.0148,,,,,,D240610,0.0,0.0,0.0,,,,,,,,,,False
71.07.3915,,,,,,D140400,0.0,0.0,0.0,,,,,,,,,,False
71.07.3915,,,,,,D140630,1.0,0.0,1.0,,,,,,,,,,False
64.02.0079,,,,,,D240210,48.0,0.0,48.0,,,,,,,,,,False
71.07.3915,,,,,,D140730,2.0,0.0,2.0,,,,,,,,,,False
60.11.0071,,,,,,D240200,0.0,0.0,0.0,,,,,,,,,,False
65.11.0030,,,,,,D240410,0.0,0.0,0.0,,,,,,,,,,False
64.01.0052,,,,,,D240610,0.0,0.0,0.0,,,,,,,,,,False
60.03.0906,,,,,,D240200,72.0,0.0,72.0,,,,,,,,,,False
71.07.3709,,,,,,D141700,0.0,0.0,0.0,,,,,,,,,,False
60.03.0762,,,,,,D240200,288.0,0.0,288.0,,,,,,,,,,False
64.09.0070,,,,,,D240610,0.0,0.0,0.0,,,,,,,,,,False
64.09.0072,,,,,,D240710,0.0,0.0,0.0,,,,,,,,,,False
71.07.3709,,,,,,D140940,0.0,2.0,2.0,,,,,,,,,,False
